blockID,defID,turkScore0,turkScore1,turkScore2,groundTruth,compasScore,defAge,defGender,defRace,defJuvFelCount,defJuvMisdCount,defPriorsCount,defChargeDegree
27,10921,13,13,17,0,2,26,0,2,0,0,2,0
27,2072,3,0,4,0,1,66,1,1,0,0,1,0
27,3122,9,8,14,0,4,46,0,1,0,0,2,0
27,332,13,15,17,0,7,30,1,2,0,0,2,1
27,3552,2,2,4,0,3,28,0,1,0,0,0,0
27,3574,12,15,16,1,3,24,0,2,0,0,2,1
27,3783,1,1,5,0,1,38,0,1,0,0,0,1
27,4403,18,19,18,0,7,40,0,2,0,0,6,1
27,4655,19,17,19,0,8,31,0,1,0,0,10,0
27,5027,18,18,18,1,4,27,0,2,0,0,6,1
27,5057,1,3,8,0,1,49,1,2,0,0,1,1
27,5114,20,20,19,1,7,50,0,1,0,0,26,1
27,5263,19,20,19,1,10,19,0,2,2,1,3,1
27,5383,7,8,16,1,9,19,1,2,0,0,1,1
27,5886,0,3,4,0,1,53,0,1,0,0,0,0
27,7012,1,2,7,0,2,28,0,2,0,0,0,1
27,7245,20,19,19,1,8,25,0,2,0,0,5,0
27,7468,10,13,15,1,7,42,0,1,0,0,2,1
27,7605,4,6,6,1,1,49,0,2,0,0,1,0
27,8171,0,1,4,0,2,38,0,1,0,0,0,0
27,9801,16,18,20,0,5,25,0,2,0,0,4,0
27,9921,6,7,16,0,5,27,0,2,0,0,1,0
28,10979,3,3,0,0,1,43,0,2,0,0,0,0
28,122,19,19,17,1,10,30,0,2,0,0,8,0
28,1834,3,8,7,0,4,31,0,1,0,0,0,1
28,3056,2,2,0,0,3,25,0,2,0,0,0,1
28,3146,4,3,4,1,3,37,0,3,0,0,0,1
28,3585,3,4,2,1,1,54,0,1,0,0,1,0
28,363,19,19,20,1,5,44,0,1,0,0,8,0
28,3761,19,19,20,1,5,42,0,2,0,0,7,1
28,4076,18,16,18,0,6,33,0,2,0,0,6,1
28,4730,12,9,14,1,2,20,0,1,0,0,1,1
28,5224,7,8,9,1,8,25,0,2,0,0,0,1
28,5354,6,7,1,1,9,24,0,2,0,0,1,0
28,5553,5,2,2,0,3,22,0,1,0,0,0,1
28,7257,9,8,6,1,3,24,0,1,0,0,1,1
28,7340,3,4,1,1,4,31,1,1,0,0,0,1
28,7723,6,6,3,0,2,24,0,3,0,0,0,1
28,7754,14,12,16,1,4,25,0,1,0,0,2,0
28,8036,5,7,5,0,1,42,0,3,0,0,1,0
28,8278,11,15,12,1,6,53,0,2,0,0,3,1
28,829,19,19,20,1,10,22,0,1,1,0,6,1
28,8835,15,18,15,0,1,29,0,2,0,0,3,0
28,9031,20,19,20,1,7,27,0,2,0,0,21,1
28,9488,4,2,2,1,4,21,0,1,0,0,0,0
28,956,17,20,20,1,10,24,0,2,0,0,4,1
28,9747,16,18,19,1,4,32,0,2,0,0,4,1
29,10167,15,17,15,1,6,24,0,2,0,0,2,1
29,1314,20,20,20,1,8,31,0,2,0,3,25,0
29,1446,13,13,14,0,1,35,0,1,0,0,2,1
29,2405,1,0,0,0,3,24,1,2,0,0,0,1
29,2780,1,0,0,0,1,58,0,1,0,0,0,0
29,3298,19,19,17,0,5,31,0,1,0,0,6,0
29,4441,0,1,2,0,2,54,1,1,0,0,1,0
29,4510,9,9,5,0,1,54,0,1,0,0,2,0
29,5096,2,1,1,0,4,38,1,2,0,0,0,0
29,5370,4,2,9,0,2,23,0,2,0,0,1,0
29,5745,15,18,16,0,3,29,0,2,0,0,2,1
29,5821,18,17,15,0,5,31,0,1,0,0,3,0
29,6595,1,2,0,0,1,40,0,2,0,0,0,1
29,6862,20,19,18,0,4,31,0,2,0,0,5,1
29,730,2,2,2,0,6,35,0,4,0,0,0,1
29,807,2,3,2,0,9,23,0,1,0,0,0,0
29,8253,1,3,1,0,3,29,0,2,0,0,0,0
29,8891,19,19,20,1,4,56,0,1,0,0,17,1
29,9040,17,15,15,0,1,34,0,2,0,0,3,1
29,9163,20,20,20,1,8,31,0,2,1,1,12,0
29,919,0,2,5,1,10,36,0,3,0,0,1,0
29,9534,20,20,19,1,6,49,0,2,0,0,29,1
29,9746,4,4,1,0,7,23,0,3,0,0,0,0
29,9811,19,19,17,1,9,25,1,2,0,0,5,1
29,9852,18,17,18,1,10,21,0,2,0,2,2,1
3,10448,20,19,19,1,4,48,0,2,0,0,11,0
3,2338,2,0,0,0,1,59,0,3,0,0,0,0
3,2624,8,9,6,1,2,51,0,2,0,0,0,1
3,2685,5,6,4,0,5,21,1,2,0,0,0,1
3,2691,4,9,7,0,1,54,0,2,0,0,0,0
3,3768,4,11,6,0,1,36,1,2,0,0,1,0
3,4029,4,2,2,1,2,28,0,3,0,0,0,0
3,4082,5,6,4,1,5,24,0,1,0,0,0,1
3,4126,6,10,9,1,2,30,0,2,0,0,0,1
3,4426,3,5,2,0,2,43,1,1,0,0,0,0
3,4620,6,12,7,0,2,41,0,1,0,0,0,1
3,5607,17,16,16,0,3,38,0,1,0,0,2,1
3,5614,16,18,17,1,8,33,0,2,0,0,2,1
3,6314,8,7,9,1,6,20,0,1,0,0,0,1
3,6683,18,18,16,1,6,24,1,2,0,0,3,0
3,7010,19,17,17,1,3,54,0,2,0,0,4,1
3,7079,18,17,19,0,7,25,0,1,0,0,3,1
3,7170,12,12,11,0,5,22,0,1,0,0,0,1
3,7315,15,18,14,1,5,24,0,2,0,0,2,0
3,7416,17,14,17,0,1,26,0,3,0,0,2,0
3,7840,12,14,15,0,2,22,0,1,0,0,1,1
3,8099,4,2,2,0,1,28,0,1,0,0,0,0
3,8909,4,2,1,0,1,46,0,1,0,0,0,0
3,9889,16,19,20,0,6,35,0,2,0,0,9,1
3,999,6,11,8,1,1,38,0,1,0,0,1,1
30,10136,12,15,13,1,3,34,0,2,0,0,2,1
30,10949,14,15,15,1,9,19,0,2,1,0,1,1
30,1300,6,4,5,0,5,21,1,1,0,0,0,0
30,1718,20,19,20,1,9,25,0,2,0,1,11,1
30,208,12,12,13,1,2,44,0,1,0,0,2,0
30,22,17,17,18,0,10,25,0,2,0,0,3,1
30,2841,17,16,18,0,5,24,0,1,0,1,3,0
30,3110,4,4,4,1,4,21,0,1,0,0,0,0
30,3255,15,12,15,0,2,51,0,2,0,0,4,0
30,3952,3,4,1,0,4,37,0,1,0,0,0,0
30,4182,8,10,12,0,5,32,0,1,0,0,0,1
30,4593,0,3,3,0,1,38,0,4,0,0,0,0
30,4754,9,11,6,0,1,47,0,2,0,0,1,1
30,480,6,6,7,1,9,20,0,2,0,0,0,1
30,5069,16,14,19,1,10,24,0,2,1,0,2,0
30,5387,2,5,4,1,1,34,0,2,0,0,0,0
30,5563,5,5,7,1,6,33,0,1,0,0,0,1
30,5623,3,5,3,1,6,32,0,1,0,0,0,0
30,6690,19,20,20,1,10,25,0,2,0,1,7,1
30,7099,9,11,8,0,2,34,0,2,0,0,2,1
30,7148,19,19,20,0,7,45,0,3,0,0,8,1
30,7847,2,3,2,0,1,30,0,1,0,0,0,0
30,8438,17,19,19,1,10,34,1,1,0,0,12,1
30,8471,19,14,18,1,4,23,0,2,0,0,2,1
30,9229,1,5,3,0,8,22,0,2,0,0,0,0
31,10267,17,18,19,0,8,31,1,2,0,0,4,1
31,10317,1,1,0,0,1,62,0,2,0,0,0,0
31,10492,20,19,20,0,6,25,1,3,0,1,14,1
31,10560,10,9,12,1,1,41,0,1,0,0,1,1
31,10580,7,10,10,0,8,22,1,1,0,0,1,0
31,10931,10,12,10,0,3,28,0,3,0,0,1,1
31,1157,14,13,18,0,7,27,0,5,0,0,3,0
31,1611,17,16,19,0,3,47,0,2,0,0,4,1
31,279,4,2,7,0,1,57,0,3,0,0,1,1
31,3293,1,2,1,0,3,27,1,1,0,0,0,1
31,3347,20,18,19,1,3,36,1,2,0,0,7,1
31,3562,1,3,4,0,1,52,0,2,0,0,0,1
31,4139,20,18,19,1,8,35,0,2,0,1,14,0
31,4165,5,7,5,0,7,22,0,2,0,0,0,1
31,4694,10,9,11,0,4,44,0,1,0,0,2,0
31,4835,6,3,4,0,10,37,0,2,0,0,1,1
31,5939,12,10,15,0,1,45,0,1,0,0,2,1
31,6164,6,7,6,0,1,37,1,2,0,0,1,1
31,648,1,2,2,1,5,57,0,2,0,0,1,1
31,6687,19,18,19,1,8,39,0,1,0,0,10,1
31,8014,19,19,20,1,3,52,0,2,0,0,7,0
31,8642,10,14,15,0,6,61,0,1,0,0,4,1
31,9380,17,16,19,0,4,38,0,1,0,0,5,1
31,9685,4,6,2,1,7,22,0,2,0,0,0,0
31,9971,1,0,0,0,1,55,1,1,0,0,0,1
32,10656,3,3,3,0,4,20,0,2,0,0,0,1
32,10935,19,18,18,1,9,31,0,3,1,0,7,0
32,1578,11,10,3,0,1,39,0,1,0,0,1,1
32,1629,16,16,14,0,5,27,0,2,0,0,2,1
32,1943,4,2,2,1,3,24,0,2,0,0,0,1
32,215,16,16,11,0,2,31,0,2,0,0,1,0
32,2765,1,3,0,0,2,26,1,2,0,0,0,0
32,3508,4,5,5,0,5,20,1,2,0,0,0,1
32,4186,3,4,5,0,1,59,0,1,0,0,0,1
32,4643,20,19,19,1,10,32,0,2,0,1,12,0
32,4701,20,18,18,0,10,38,0,1,0,0,17,1
32,4881,9,5,8,0,6,31,0,2,0,0,0,1
32,510,9,6,6,0,1,51,0,3,0,0,1,0
32,5454,4,7,2,1,4,25,1,1,0,0,0,1
32,5678,20,18,18,1,9,38,0,2,0,1,16,1
32,6000,2,4,1,1,5,23,1,2,0,0,0,1
32,6574,17,17,15,1,2,31,1,2,0,0,2,1
32,7112,19,19,18,1,7,55,0,2,0,0,10,0
32,7234,9,12,5,0,5,37,0,3,0,0,1,1
32,7640,8,9,7,1,7,37,0,1,0,0,1,1
32,7675,4,1,1,1,7,20,0,1,0,0,0,1
32,9246,2,1,1,0,1,55,1,1,0,0,0,0
32,9523,15,16,9,1,5,30,0,2,0,0,2,1
32,9597,5,5,2,0,4,22,0,1,0,0,0,0
32,9785,1,3,1,0,2,47,0,1,0,0,0,0
33,10643,1,1,2,0,10,22,0,2,0,0,0,0
33,10686,2,3,2,0,1,36,0,1,0,0,0,1
33,10975,6,5,11,0,2,25,0,2,0,0,1,1
33,1144,19,17,18,0,5,29,1,2,0,0,3,1
33,1530,2,1,0,0,1,69,0,3,0,0,0,0
33,1682,14,10,16,0,1,40,0,1,0,0,3,1
33,2519,17,18,20,1,7,32,0,2,1,3,24,1
33,2681,7,8,9,0,3,43,0,2,0,0,1,1
33,3480,4,3,5,0,2,53,0,2,0,0,1,0
33,3488,12,10,13,0,1,36,0,1,0,0,2,1
33,3636,16,16,18,0,6,54,1,2,0,0,7,1
33,4476,18,19,20,1,8,60,0,2,0,0,19,1
33,4834,14,18,18,0,5,27,1,2,0,0,3,1
33,4933,19,17,20,0,8,37,0,2,0,0,14,1
33,5138,6,7,2,1,7,21,0,1,0,0,0,1
33,5727,19,19,20,0,5,40,0,2,0,0,21,1
33,6022,17,17,18,1,3,58,0,1,0,0,5,1
33,6631,2,1,3,1,5,43,0,2,0,0,0,1
33,7821,8,7,9,0,8,30,0,1,0,0,1,1
33,8264,4,5,7,1,3,30,0,2,0,0,1,1
33,8355,14,8,13,0,4,28,0,2,0,0,2,1
33,8794,6,1,7,0,2,30,1,1,0,0,1,1
33,9041,3,2,3,0,1,36,0,1,0,0,0,0
33,9475,2,5,7,0,1,31,0,2,0,0,1,1
33,9745,9,9,15,1,7,23,0,2,0,0,2,0
34,10622,19,18,13,0,6,44,1,2,0,0,6,1
34,1128,1,0,0,0,5,22,1,1,0,0,0,0
34,1430,1,3,3,0,4,47,0,3,0,0,0,0
34,2320,7,2,4,1,4,22,1,2,0,0,0,1
34,2511,16,16,12,0,3,37,0,3,0,0,2,0
34,277,19,17,20,1,8,47,0,2,0,0,23,0
34,3631,1,1,1,0,1,36,1,1,0,0,0,0
34,3722,9,5,10,1,7,23,0,2,0,0,1,0
34,3841,3,9,9,0,2,56,0,1,0,0,1,1
34,4761,12,14,10,1,2,30,0,3,0,0,2,0
34,4776,17,15,13,1,2,38,0,2,0,0,3,1
34,5432,19,19,15,1,1,56,0,1,0,0,9,0
34,5544,15,13,12,0,4,24,1,2,0,0,2,1
34,6996,2,2,1,1,5,21,1,2,0,0,0,0
34,7123,3,1,1,1,2,27,0,2,0,0,0,0
34,7526,3,1,1,1,3,23,0,1,0,0,0,0
34,754,18,19,18,1,4,29,0,2,0,0,4,1
34,8060,1,1,2,0,1,62,0,1,0,0,0,1
34,8129,19,19,17,1,9,27,0,2,0,0,5,1
34,8354,19,18,19,1,8,29,0,1,1,0,9,1
34,844,17,19,14,0,6,58,0,2,0,0,6,1
34,8962,2,3,1,0,3,32,0,1,0,0,0,0
34,9730,3,2,1,0,2,30,0,1,0,0,0,0
34,9867,19,18,16,0,3,41,0,2,0,0,6,1
34,9894,20,20,19,1,9,34,1,1,0,0,10,1
35,10484,12,14,13,0,1,29,0,1,0,0,2,0
35,10871,2,2,2,0,1,43,1,1,0,0,0,0
35,10894,17,18,17,0,4,33,0,2,0,0,3,1
35,1196,2,1,2,0,1,31,0,1,0,0,0,0
35,1241,8,6,9,1,3,34,0,1,0,0,1,0
35,1452,3,4,9,1,5,21,1,1,0,1,0,0
35,2278,0,2,1,1,1,63,0,1,0,0,0,0
35,3774,1,2,1,0,1,61,0,1,0,0,0,0
35,3805,4,6,5,1,2,28,0,1,0,0,0,1
35,4288,11,12,5,0,1,51,0,1,0,0,2,1
35,4397,13,12,10,1,4,37,0,2,0,0,2,1
35,4931,0,2,3,1,1,50,0,1,0,0,0,1
35,5326,18,17,15,1,4,34,0,1,0,0,3,0
35,5951,1,3,1,0,2,33,1,3,0,0,0,1
35,7166,5,5,6,0,5,33,1,2,0,0,1,1
35,7341,4,3,5,1,5,25,0,2,0,0,0,0
35,7807,19,20,19,1,8,34,0,1,0,0,13,1
35,7894,6,6,6,0,8,20,0,2,0,0,0,1
35,8223,20,19,19,0,10,31,1,1,0,0,14,1
35,863,19,19,18,0,4,40,0,1,0,0,5,1
35,8728,2,1,2,0,6,24,1,1,0,0,0,0
35,9136,19,16,19,0,4,26,0,2,0,0,5,1
35,934,18,18,20,1,5,25,0,2,0,0,4,1
35,9436,20,18,20,1,7,27,0,2,0,0,11,1
35,990,3,4,5,0,6,45,1,1,0,0,1,1
36,10626,1,3,2,0,1,46,0,1,0,0,0,1
36,1729,5,5,9,1,2,39,0,2,0,0,1,0
36,2054,8,4,4,0,2,25,0,1,0,0,0,1
36,2262,3,2,2,1,3,23,0,2,0,0,0,0
36,2382,18,18,20,1,6,58,0,2,0,0,24,1
36,2914,11,7,9,0,9,29,0,2,0,0,1,1
36,3438,5,0,3,1,6,26,0,1,0,0,0,0
36,4408,19,18,18,0,1,42,0,2,0,0,3,1
36,4518,17,19,20,1,3,24,0,2,0,0,5,1
36,4873,17,16,17,1,6,27,1,2,0,0,4,1
36,5650,20,20,19,0,4,28,0,2,0,0,5,1
36,5655,2,0,1,0,3,25,1,1,0,0,0,0
36,5793,13,9,13,1,3,36,1,2,0,0,1,1
36,6043,10,16,12,0,3,50,0,1,0,0,3,1
36,6264,1,3,1,0,10,29,1,2,0,0,0,1
36,640,9,7,5,1,7,20,0,2,0,0,0,1
36,646,5,2,3,1,1,48,0,3,0,0,1,0
36,6481,2,1,3,0,4,23,1,2,0,0,0,0
36,6503,6,5,10,1,2,37,0,3,0,0,1,1
36,7738,9,11,13,0,2,32,0,1,0,0,2,1
36,7903,2,1,1,0,1,52,1,2,0,0,0,0
36,8479,15,15,17,1,4,47,0,2,0,0,4,1
36,8560,15,12,11,0,1,47,0,1,0,0,2,0
36,8867,17,18,16,0,10,24,0,1,0,0,6,1
36,9506,4,1,4,1,9,24,0,2,0,0,0,0
37,1004,16,16,17,1,6,23,0,3,0,0,2,0
37,10577,4,6,5,1,2,59,0,1,0,0,0,0
37,10851,20,18,16,1,3,29,1,2,0,0,2,1
37,1153,12,17,14,1,8,20,1,1,0,0,1,1
37,1329,20,17,16,1,8,22,0,1,0,1,1,1
37,1526,18,20,17,0,4,36,0,2,0,0,5,1
37,1562,4,4,3,0,3,26,0,3,0,0,0,1
37,1795,6,8,7,0,6,22,1,3,0,0,0,1
37,2618,19,20,19,1,9,34,0,2,0,0,27,1
37,2772,16,18,16,1,8,23,0,2,0,0,2,0
37,2930,18,20,19,1,10,29,0,2,0,0,10,0
37,3444,3,6,8,1,2,44,0,1,0,0,0,1
37,3941,2,1,6,0,3,37,0,1,0,0,0,0
37,4421,19,18,17,1,2,53,1,2,0,0,10,1
37,446,3,1,5,0,6,21,1,2,0,0,0,0
37,4634,3,4,5,1,4,27,0,1,0,0,0,0
37,5123,17,19,18,1,3,31,0,2,0,0,3,1
37,5349,9,5,6,1,10,20,0,1,0,0,0,1
37,6606,2,4,7,0,5,43,0,2,0,0,0,1
37,6939,14,13,10,0,1,62,0,1,0,0,2,1
37,8191,2,3,6,0,4,21,0,2,0,0,0,1
37,8703,1,2,5,0,1,61,1,1,0,0,0,1
37,8970,2,0,3,1,1,69,0,1,0,0,0,0
37,9170,12,12,9,0,1,52,0,1,0,0,1,1
37,9662,17,15,16,0,3,56,0,1,0,0,3,0
38,10899,18,19,20,1,5,25,0,1,0,0,7,0
38,1397,9,8,8,0,9,63,0,2,0,0,3,0
38,154,2,1,2,1,1,39,1,1,0,0,0,1
38,1553,5,7,1,1,1,51,0,3,0,0,0,1
38,2149,1,2,3,1,1,33,0,2,0,0,0,1
38,2206,8,4,12,0,7,30,0,2,0,0,2,0
38,2515,20,18,20,0,10,28,0,2,2,1,11,1
38,2843,0,1,3,0,1,39,0,1,0,0,0,0
38,2943,3,3,4,0,1,42,0,1,0,0,0,1
38,319,15,16,15,1,1,56,0,1,0,0,7,1
38,4820,19,18,17,1,8,62,0,2,0,0,13,1
38,5646,17,19,19,1,6,23,0,2,0,0,6,1
38,5801,14,18,16,1,3,51,0,1,0,0,6,1
38,6537,15,17,18,1,4,26,0,1,0,0,4,1
38,6963,12,12,13,0,2,49,1,1,0,0,2,1
38,7930,19,18,18,1,5,22,0,1,0,0,5,0
38,8041,18,17,17,1,4,27,0,3,0,0,6,1
38,8111,17,17,16,1,8,27,0,2,0,0,4,1
38,8518,8,11,13,1,10,21,0,2,0,0,1,1
38,8641,3,5,3,0,1,77,0,1,0,0,1,0
38,9216,0,1,1,0,1,66,0,1,0,0,0,0
38,9283,15,18,18,1,1,40,0,1,0,0,5,1
38,947,16,15,16,0,10,23,1,1,0,0,3,1
38,9636,20,20,20,1,10,30,0,2,0,2,13,1
38,9868,5,3,8,0,10,32,0,2,0,0,1,0
39,10334,5,3,1,1,6,20,0,2,0,0,0,1
39,10544,2,1,1,0,1,67,0,1,0,0,0,0
39,10699,18,20,20,1,10,57,0,2,0,0,28,1
39,1240,19,19,19,0,10,29,0,2,0,1,16,1
39,1532,4,4,3,0,1,59,0,3,0,0,1,0
39,2100,3,2,1,0,1,44,0,1,0,0,0,0
39,2128,17,17,15,1,3,26,0,2,0,0,3,1
39,2504,5,5,1,1,2,22,0,1,0,0,0,0
39,2589,19,18,19,0,4,34,1,3,0,0,5,1
39,3019,2,1,2,1,2,50,0,1,0,0,0,0
39,3656,1,1,1,0,9,22,0,2,0,0,0,0
39,4833,15,16,15,0,5,25,0,1,0,0,2,1
39,5177,11,15,13,1,1,37,0,3,0,0,3,0
39,5760,5,4,1,0,1,38,0,1,0,0,0,0
39,5825,19,19,19,1,9,24,0,2,0,0,11,1
39,6389,19,18,17,1,7,29,1,1,0,0,6,1
39,6420,18,19,17,1,9,24,0,2,0,1,9,0
39,6744,14,15,16,1,10,25,0,2,0,1,3,0
39,7084,5,10,4,0,5,24,1,1,0,0,0,1
39,7231,10,14,12,0,7,37,0,2,0,0,3,0
39,7334,20,20,19,1,10,26,0,2,0,1,24,1
39,7631,9,8,3,1,5,22,0,1,0,0,0,1
39,787,19,20,19,0,4,30,0,3,0,0,7,0
39,8149,16,16,17,0,3,27,0,1,0,0,3,0
39,8530,3,5,3,0,1,45,0,3,0,0,0,1
4,10709,1,1,1,0,1,74,0,1,0,0,0,0
4,10958,11,11,13,0,6,49,1,1,0,0,2,1
4,1162,18,16,19,1,7,26,0,2,0,0,5,1
4,1385,17,13,18,1,2,28,0,2,0,0,4,0
4,1856,12,9,10,0,4,21,0,1,0,0,1,1
4,2773,17,17,19,1,7,49,1,2,0,0,14,0
4,3315,1,0,0,0,1,62,0,1,0,0,0,0
4,3738,16,18,19,0,9,28,0,1,0,0,14,1
4,3794,1,1,2,1,7,46,0,2,0,0,0,1
4,3848,18,19,20,1,8,26,0,2,0,0,5,1
4,4193,0,2,1,0,1,44,0,3,0,0,0,0
4,4558,1,4,2,0,1,33,0,1,0,0,0,1
4,5127,2,1,1,0,4,25,1,1,0,0,0,0
4,5449,6,6,11,0,3,32,0,1,0,0,1,1
4,5489,19,19,20,1,8,24,0,2,0,0,7,1
4,5830,16,15,17,0,4,25,0,1,0,0,2,1
4,6386,16,17,16,1,3,28,0,3,0,0,2,1
4,6546,12,15,15,0,8,28,0,3,0,0,2,1
4,853,11,9,13,0,3,50,0,2,0,0,3,0
4,8924,10,6,8,1,4,27,0,2,0,0,1,1
4,9231,12,16,18,0,4,35,0,1,0,0,3,1
4,9242,0,2,5,0,1,38,0,1,0,0,0,1
4,9352,18,17,19,0,10,20,0,1,0,4,4,1
4,9919,0,1,3,0,4,32,0,2,0,0,0,0
4,9933,19,19,19,1,10,27,0,2,2,0,14,1
40,10068,3,2,2,0,4,22,0,1,0,0,0,1
40,10394,1,0,1,0,1,30,0,2,0,0,0,0
40,10720,7,8,8,1,6,22,0,2,0,0,1,0
40,1216,12,10,13,0,6,28,0,1,0,0,2,1
40,1670,7,10,8,1,6,23,0,2,0,0,1,1
40,2507,17,19,18,0,6,28,0,2,0,0,5,0
40,2934,6,13,12,1,3,25,0,2,0,0,1,1
40,3236,20,19,20,1,10,29,0,2,0,0,12,1
40,3679,7,8,8,1,3,47,1,1,0,0,0,0
40,4536,5,5,3,0,1,44,1,1,0,0,1,1
40,4553,10,7,7,0,3,34,0,3,0,0,2,0
40,5001,2,0,3,1,2,23,0,2,0,0,0,0
40,5297,20,19,18,1,8,30,1,2,0,0,15,0
40,5877,20,19,19,0,9,35,0,2,0,1,8,1
40,5997,11,10,15,0,6,24,0,1,0,0,1,1
40,6391,10,12,11,1,8,24,0,2,0,0,2,0
40,6788,17,20,17,0,3,61,0,2,0,0,12,1
40,7153,2,1,1,0,4,21,0,2,0,0,0,0
40,7722,17,17,18,1,9,23,1,2,0,0,3,1
40,7923,18,19,13,1,7,68,0,1,0,0,7,1
40,7945,14,13,16,0,2,26,0,1,0,0,2,1
40,7975,20,19,20,1,10,23,0,1,8,2,11,1
40,8876,20,19,19,0,3,29,0,2,0,0,7,1
40,9165,2,1,3,0,9,26,0,2,0,0,0,1
40,9473,19,20,20,0,7,38,0,2,0,0,14,1
5,10319,6,6,14,1,1,43,0,2,0,0,3,1
5,10327,0,1,4,0,5,23,0,1,0,0,0,0
5,1044,13,11,19,0,5,36,0,2,0,1,4,0
5,1130,20,20,20,1,5,30,0,1,0,0,22,1
5,115,7,7,12,1,4,26,1,2,0,0,1,1
5,2006,1,2,4,1,8,22,0,2,0,0,0,1
5,2020,19,20,19,0,7,28,0,3,0,0,11,0
5,2156,4,7,5,1,5,45,0,1,0,0,1,1
5,2195,20,16,20,1,6,25,0,2,0,0,8,1
5,2737,19,19,19,1,8,26,0,2,0,0,9,1
5,2901,13,12,19,1,9,26,0,2,0,0,6,1
5,3145,18,18,19,1,5,30,0,2,0,1,7,1
5,3309,16,16,17,1,5,26,0,1,0,0,5,1
5,3863,0,0,1,0,2,26,0,1,0,0,0,0
5,4342,7,12,13,1,8,23,0,2,0,0,2,1
5,4996,9,6,11,0,1,27,0,1,0,0,1,1
5,5307,13,13,19,0,4,36,0,2,0,0,4,1
5,5543,6,11,14,1,3,45,0,1,0,0,3,0
5,5882,7,9,10,1,2,44,0,2,0,0,0,1
5,6129,6,5,11,0,1,28,0,2,0,0,1,1
5,7003,17,17,17,1,2,61,0,2,0,0,20,0
5,7258,18,19,18,1,7,26,0,2,0,0,8,1
5,7457,17,18,20,1,7,26,0,2,0,0,5,1
5,7602,20,20,20,1,7,31,0,2,0,0,11,1
5,7636,0,0,2,0,2,38,1,2,0,0,0,0
6,1865,5,4,5,0,1,36,0,1,0,0,0,1
6,206,19,18,18,1,4,29,1,1,0,1,10,1
6,2955,6,8,12,0,2,30,0,2,0,0,1,0
6,4101,20,18,19,1,10,31,0,2,0,2,8,0
6,4226,17,16,16,1,4,31,0,1,0,0,3,1
6,4258,6,2,2,0,2,25,0,1,0,0,0,0
6,4404,12,10,11,1,10,28,1,2,0,0,0,1
6,4686,1,3,1,0,1,50,1,2,0,0,0,0
6,4967,20,19,19,1,6,32,0,2,0,3,10,1
6,5575,19,18,20,1,7,29,1,2,0,0,9,1
6,6424,6,7,6,0,1,45,0,3,0,0,1,0
6,6908,18,18,19,1,7,30,0,2,0,0,21,1
6,7348,4,3,3,0,2,38,0,2,0,0,0,0
6,7472,2,1,1,0,1,80,0,1,0,0,0,0
6,7555,2,1,0,0,1,64,1,1,0,0,0,0
6,7578,12,9,13,0,2,43,1,2,0,0,2,0
6,7985,10,10,6,0,4,35,0,2,0,0,0,1
6,800,1,3,2,1,8,55,0,2,0,0,0,0
6,8054,16,16,17,0,4,53,0,2,0,0,5,1
6,8188,16,17,19,0,10,26,0,1,0,0,3,0
6,8248,20,18,20,1,7,28,0,1,0,0,5,0
6,8905,1,3,1,0,1,52,0,1,0,0,0,0
6,893,3,6,3,0,1,31,0,3,0,0,0,0
6,9045,2,4,3,0,5,46,0,1,0,0,0,1
6,9150,17,15,18,1,9,21,0,1,0,2,2,1
7,10134,18,20,18,1,7,25,0,3,0,0,6,0
7,10677,20,20,19,1,9,29,0,2,0,0,10,1
7,10721,15,15,15,0,2,50,0,1,0,0,4,0
7,1871,12,16,15,1,8,25,1,2,0,0,2,1
7,2353,2,1,4,0,1,47,0,1,0,0,0,0
7,2718,2,3,10,1,3,35,1,2,0,0,0,1
7,2854,20,18,20,1,9,31,0,2,0,0,19,1
7,2897,9,10,12,1,7,28,0,1,0,0,1,1
7,2937,9,7,8,1,5,20,0,1,0,0,0,1
7,3246,3,2,4,0,3,30,0,1,0,0,0,0
7,3408,3,0,9,1,3,19,1,1,0,0,0,1
7,3642,14,14,15,1,4,41,0,2,0,0,3,1
7,3692,19,18,17,1,2,41,0,2,0,0,8,1
7,4028,2,2,3,0,4,35,1,2,0,0,0,0
7,4609,0,3,2,0,1,50,0,1,0,0,0,0
7,5223,11,10,16,1,5,23,1,2,0,0,1,1
7,5850,17,17,16,1,3,25,1,1,0,0,2,0
7,5993,2,3,4,0,2,51,0,1,0,0,1,0
7,6319,17,19,18,1,9,23,0,2,0,0,2,0
7,6801,5,6,12,0,8,44,0,1,0,0,1,1
7,6980,20,19,19,1,9,28,1,2,0,0,13,1
7,700,20,19,18,1,9,26,0,2,1,1,10,1
7,9268,3,7,12,1,2,28,0,1,0,0,1,1
7,9524,4,2,6,0,10,29,0,1,0,0,1,0
7,9979,4,4,8,0,1,34,1,1,0,0,1,0
8,10498,3,4,1,0,1,65,1,1,0,0,1,1
8,10499,19,19,19,1,9,28,1,1,0,0,5,1
8,10836,13,14,19,1,6,25,0,2,0,0,3,1
8,1796,6,4,2,1,3,21,0,2,0,0,0,1
8,189,13,9,11,0,9,52,0,1,0,0,3,0
8,1904,4,3,7,0,4,32,0,2,0,0,1,1
8,2078,17,15,16,1,5,43,0,1,0,0,4,1
8,2121,15,17,19,0,4,28,1,2,0,0,4,1
8,2396,1,1,0,0,4,57,1,1,0,0,0,0
