block_num,def_id,feature,image_id
5,2006,2-0-1,BM-003
5,2006,2-0-1,BM-005
5,2006,2-0-1,BM-010
5,2006,2-0-1,BM-013
5,2006,2-0-1,BM-015
5,2006,2-0-1,BM-016
5,2006,2-0-1,BM-019
5,2006,2-0-1,BM-023
5,2006,2-0-1,BM-024
5,2006,2-0-1,BM-026
5,2006,2-0-1,BM-027
5,2006,2-0-1,BM-028
5,2006,2-0-1,BM-030
5,2006,2-0-1,BM-031
5,2006,2-0-1,BM-039
5,2006,2-0-1,BM-040
5,2006,2-0-1,BM-043
5,2006,2-0-1,BM-045
5,2006,2-0-1,BM-046
5,2006,2-0-1,BM-200
5,2006,2-0-1,BM-203
5,2006,2-0-1,BM-204
5,2006,2-0-1,BM-205
5,2006,2-0-1,BM-207
5,2006,2-0-1,BM-214
5,2006,2-0-1,BM-215
5,2006,2-0-1,BM-217
5,2006,2-0-1,BM-219
5,2006,2-0-1,BM-226
5,2006,2-0-1,BM-227
5,2006,2-0-1,BM-229
5,2006,2-0-1,BM-237
5,2006,2-0-1,BM-238
5,2006,2-0-1,BM-240
5,2006,2-0-1,BM-246
5,2006,2-0-1,BM-247
5,115,2-1-1,BF-002
5,115,2-1-1,BF-003
5,115,2-1-1,BF-004
5,115,2-1-1,BF-006
5,115,2-1-1,BF-008
5,115,2-1-1,BF-012
5,115,2-1-1,BF-014
5,115,2-1-1,BF-016
5,115,2-1-1,BF-018
5,115,2-1-1,BF-020
5,115,2-1-1,BF-021
5,115,2-1-1,BF-025
5,115,2-1-1,BF-028
5,115,2-1-1,BF-029
5,115,2-1-1,BF-030
5,115,2-1-1,BF-031
5,115,2-1-1,BF-034
5,115,2-1-1,BF-036
5,115,2-1-1,BF-037
5,115,2-1-1,BF-038
5,115,2-1-1,BF-039
5,115,2-1-1,BF-042
5,115,2-1-1,BF-043
5,115,2-1-1,BF-044
5,115,2-1-1,BF-045
5,115,2-1-1,BF-050
5,115,2-1-1,BF-201
5,115,2-1-1,BF-207
5,115,2-1-1,BF-208
5,115,2-1-1,BF-209
5,115,2-1-1,BF-210
5,115,2-1-1,BF-216
5,115,2-1-1,BF-221
5,115,2-1-1,BF-222
5,115,2-1-1,BF-223
5,115,2-1-1,BF-232
5,115,2-1-1,BF-240
5,115,2-1-1,BF-241
5,115,2-1-1,BF-242
5,115,2-1-1,BF-247
5,1044,2-0-3,BM-004
5,1044,2-0-3,BM-012
5,1044,2-0-3,BM-020
5,1044,2-0-3,BM-021
5,1044,2-0-3,BM-025
5,1044,2-0-3,BM-033
5,1044,2-0-3,BM-034
5,1044,2-0-3,BM-038
5,1044,2-0-3,BM-044
5,1044,2-0-3,BM-206
5,1044,2-0-3,BM-209
5,1044,2-0-3,BM-212
5,1044,2-0-3,BM-213
5,1044,2-0-3,BM-218
5,1044,2-0-3,BM-221
5,1044,2-0-3,BM-222
5,1044,2-0-3,BM-224
5,1044,2-0-3,BM-228
5,1044,2-0-3,BM-230
5,1044,2-0-3,BM-233
5,1044,2-0-3,BM-234
5,1044,2-0-3,BM-236
5,1044,2-0-3,BM-243
5,1044,2-0-3,BM-252
5,7602,2-0-2,BM-011
5,7602,2-0-2,BM-017
5,7602,2-0-2,BM-018
5,7602,2-0-2,BM-022
5,7602,2-0-2,BM-029
5,7602,2-0-2,BM-032
5,7602,2-0-2,BM-041
5,7602,2-0-2,BM-202
5,7602,2-0-2,BM-208
5,7602,2-0-2,BM-210
5,7602,2-0-2,BM-211
5,7602,2-0-2,BM-216
5,7602,2-0-2,BM-223
5,7602,2-0-2,BM-231
5,7602,2-0-2,BM-232
5,7602,2-0-2,BM-235
5,7602,2-0-2,BM-241
5,7602,2-0-2,BM-242
5,7602,2-0-2,BM-250
5,7602,2-0-2,BM-251
5,7602,2-0-2,BM-253
5,2737,2-0-1,BM-001
5,2737,2-0-1,BM-002
5,2737,2-0-1,BM-003
5,2737,2-0-1,BM-005
5,2737,2-0-1,BM-010
5,2737,2-0-1,BM-013
5,2737,2-0-1,BM-015
5,2737,2-0-1,BM-016
5,2737,2-0-1,BM-019
5,2737,2-0-1,BM-023
5,2737,2-0-1,BM-024
5,2737,2-0-1,BM-026
5,2737,2-0-1,BM-027
5,2737,2-0-1,BM-028
5,2737,2-0-1,BM-030
5,2737,2-0-1,BM-031
5,2737,2-0-1,BM-039
5,2737,2-0-1,BM-040
5,2737,2-0-1,BM-043
5,2737,2-0-1,BM-045
5,2737,2-0-1,BM-046
5,2737,2-0-1,BM-200
5,2737,2-0-1,BM-203
5,2737,2-0-1,BM-204
5,2737,2-0-1,BM-205
5,2737,2-0-1,BM-207
5,2737,2-0-1,BM-214
5,2737,2-0-1,BM-215
5,2737,2-0-1,BM-217
5,2737,2-0-1,BM-219
5,2737,2-0-1,BM-226
5,2737,2-0-1,BM-227
5,2737,2-0-1,BM-229
5,2737,2-0-1,BM-237
5,2737,2-0-1,BM-238
5,2737,2-0-1,BM-240
5,2737,2-0-1,BM-246
5,2737,2-0-1,BM-247
5,2020,3-0-1,LM-200
5,2020,3-0-1,LM-206
5,2020,3-0-1,LM-208
5,2020,3-0-1,LM-209
5,2020,3-0-1,LM-212
5,2020,3-0-1,LM-214
5,2020,3-0-1,LM-216
5,2020,3-0-1,LM-219
5,2020,3-0-1,LM-224
5,2020,3-0-1,LM-225
5,2020,3-0-1,LM-231
5,2020,3-0-1,LM-238
5,2020,3-0-1,LM-239
5,2020,3-0-1,LM-241
5,2020,3-0-1,LM-242
5,2020,3-0-1,LM-243
5,2020,3-0-1,LM-244
5,2020,3-0-1,LM-247
5,2020,3-0-1,LM-248
5,2020,3-0-1,LM-249
5,2020,3-0-1,LM-250
5,2020,3-0-1,LM-251
5,4996,1-0-1,WM-003
5,4996,1-0-1,WM-004
5,4996,1-0-1,WM-006
5,4996,1-0-1,WM-009
5,4996,1-0-1,WM-010
5,4996,1-0-1,WM-015
5,4996,1-0-1,WM-017
5,4996,1-0-1,WM-019
5,4996,1-0-1,WM-025
5,4996,1-0-1,WM-026
5,4996,1-0-1,WM-028
5,4996,1-0-1,WM-031
5,4996,1-0-1,WM-032
5,4996,1-0-1,WM-033
5,4996,1-0-1,WM-034
5,4996,1-0-1,WM-036
5,4996,1-0-1,WM-038
5,4996,1-0-1,WM-040
5,4996,1-0-1,WM-041
5,4996,1-0-1,WM-202
5,4996,1-0-1,WM-206
5,4996,1-0-1,WM-207
5,4996,1-0-1,WM-208
5,4996,1-0-1,WM-210
5,4996,1-0-1,WM-211
5,4996,1-0-1,WM-213
5,4996,1-0-1,WM-214
5,4996,1-0-1,WM-218
5,4996,1-0-1,WM-219
5,4996,1-0-1,WM-224
5,4996,1-0-1,WM-227
5,4996,1-0-1,WM-229
5,4996,1-0-1,WM-230
5,4996,1-0-1,WM-232
5,4996,1-0-1,WM-234
5,4996,1-0-1,WM-238
5,4996,1-0-1,WM-242
5,4996,1-0-1,WM-245
5,4996,1-0-1,WM-247
5,4996,1-0-1,WM-250
5,4996,1-0-1,WM-251
5,4996,1-0-1,WM-253
5,1130,1-0-2,WM-002
5,1130,1-0-2,WM-011
5,1130,1-0-2,WM-012
5,1130,1-0-2,WM-013
5,1130,1-0-2,WM-014
5,1130,1-0-2,WM-016
5,1130,1-0-2,WM-020
5,1130,1-0-2,WM-021
5,1130,1-0-2,WM-022
5,1130,1-0-2,WM-029
5,1130,1-0-2,WM-203
5,1130,1-0-2,WM-205
5,1130,1-0-2,WM-212
5,1130,1-0-2,WM-215
5,1130,1-0-2,WM-216
5,1130,1-0-2,WM-222
5,1130,1-0-2,WM-228
5,1130,1-0-2,WM-233
5,1130,1-0-2,WM-237
5,1130,1-0-2,WM-240
5,1130,1-0-2,WM-241
5,1130,1-0-2,WM-243
5,1130,1-0-2,WM-244
5,1130,1-0-2,WM-252
5,1130,1-0-2,WM-254
5,1130,1-0-2,WM-255
5,1130,1-0-2,WM-256
5,1130,1-0-2,WM-257
5,2195,2-0-1,BM-001
5,2195,2-0-1,BM-002
5,2195,2-0-1,BM-003
5,2195,2-0-1,BM-005
5,2195,2-0-1,BM-010
5,2195,2-0-1,BM-013
5,2195,2-0-1,BM-015
5,2195,2-0-1,BM-016
5,2195,2-0-1,BM-019
5,2195,2-0-1,BM-023
5,2195,2-0-1,BM-024
5,2195,2-0-1,BM-026
5,2195,2-0-1,BM-027
5,2195,2-0-1,BM-028
5,2195,2-0-1,BM-030
5,2195,2-0-1,BM-031
5,2195,2-0-1,BM-039
5,2195,2-0-1,BM-040
5,2195,2-0-1,BM-043
5,2195,2-0-1,BM-045
5,2195,2-0-1,BM-046
5,2195,2-0-1,BM-200
5,2195,2-0-1,BM-203
5,2195,2-0-1,BM-204
5,2195,2-0-1,BM-205
5,2195,2-0-1,BM-207
5,2195,2-0-1,BM-214
5,2195,2-0-1,BM-215
5,2195,2-0-1,BM-217
5,2195,2-0-1,BM-219
5,2195,2-0-1,BM-226
5,2195,2-0-1,BM-227
5,2195,2-0-1,BM-229
5,2195,2-0-1,BM-237
5,2195,2-0-1,BM-238
5,2195,2-0-1,BM-240
5,2195,2-0-1,BM-246
5,2195,2-0-1,BM-247
5,3309,1-0-1,WM-003
5,3309,1-0-1,WM-004
5,3309,1-0-1,WM-006
5,3309,1-0-1,WM-009
5,3309,1-0-1,WM-010
5,3309,1-0-1,WM-015
5,3309,1-0-1,WM-017
5,3309,1-0-1,WM-019
5,3309,1-0-1,WM-025
5,3309,1-0-1,WM-026
5,3309,1-0-1,WM-028
5,3309,1-0-1,WM-031
5,3309,1-0-1,WM-032
5,3309,1-0-1,WM-033
5,3309,1-0-1,WM-034
5,3309,1-0-1,WM-036
5,3309,1-0-1,WM-038
5,3309,1-0-1,WM-040
5,3309,1-0-1,WM-041
5,3309,1-0-1,WM-202
5,3309,1-0-1,WM-206
5,3309,1-0-1,WM-207
5,3309,1-0-1,WM-208
5,3309,1-0-1,WM-210
5,3309,1-0-1,WM-211
5,3309,1-0-1,WM-213
5,3309,1-0-1,WM-214
5,3309,1-0-1,WM-218
5,3309,1-0-1,WM-219
5,3309,1-0-1,WM-224
5,3309,1-0-1,WM-227
5,3309,1-0-1,WM-229
5,3309,1-0-1,WM-230
5,3309,1-0-1,WM-232
5,3309,1-0-1,WM-234
5,3309,1-0-1,WM-238
5,3309,1-0-1,WM-242
5,3309,1-0-1,WM-245
5,3309,1-0-1,WM-247
5,3309,1-0-1,WM-250
5,3309,1-0-1,WM-251
5,3309,1-0-1,WM-253
5,4342,2-0-1,BM-001
5,4342,2-0-1,BM-002
5,4342,2-0-1,BM-003
5,4342,2-0-1,BM-005
5,4342,2-0-1,BM-010
5,4342,2-0-1,BM-013
5,4342,2-0-1,BM-015
5,4342,2-0-1,BM-016
5,4342,2-0-1,BM-019
5,4342,2-0-1,BM-023
5,4342,2-0-1,BM-024
5,4342,2-0-1,BM-026
5,4342,2-0-1,BM-027
5,4342,2-0-1,BM-028
5,4342,2-0-1,BM-030
5,4342,2-0-1,BM-031
5,4342,2-0-1,BM-039
5,4342,2-0-1,BM-040
5,4342,2-0-1,BM-043
5,4342,2-0-1,BM-045
5,4342,2-0-1,BM-046
5,4342,2-0-1,BM-200
5,4342,2-0-1,BM-203
5,4342,2-0-1,BM-204
5,4342,2-0-1,BM-205
5,4342,2-0-1,BM-207
5,4342,2-0-1,BM-214
5,4342,2-0-1,BM-215
5,4342,2-0-1,BM-217
5,4342,2-0-1,BM-219
5,4342,2-0-1,BM-226
5,4342,2-0-1,BM-227
5,4342,2-0-1,BM-229
5,4342,2-0-1,BM-237
5,4342,2-0-1,BM-238
5,4342,2-0-1,BM-240
5,4342,2-0-1,BM-246
5,4342,2-0-1,BM-247
5,7457,2-0-1,BM-001
5,7457,2-0-1,BM-002
5,7457,2-0-1,BM-003
5,7457,2-0-1,BM-005
5,7457,2-0-1,BM-010
5,7457,2-0-1,BM-013
5,7457,2-0-1,BM-015
5,7457,2-0-1,BM-016
5,7457,2-0-1,BM-019
5,7457,2-0-1,BM-023
5,7457,2-0-1,BM-024
5,7457,2-0-1,BM-026
5,7457,2-0-1,BM-027
5,7457,2-0-1,BM-028
5,7457,2-0-1,BM-030
5,7457,2-0-1,BM-031
5,7457,2-0-1,BM-039
5,7457,2-0-1,BM-040
5,7457,2-0-1,BM-043
5,7457,2-0-1,BM-045
5,7457,2-0-1,BM-046
5,7457,2-0-1,BM-200
5,7457,2-0-1,BM-203
5,7457,2-0-1,BM-204
5,7457,2-0-1,BM-205
5,7457,2-0-1,BM-207
5,7457,2-0-1,BM-214
5,7457,2-0-1,BM-215
5,7457,2-0-1,BM-217
5,7457,2-0-1,BM-219
5,7457,2-0-1,BM-226
5,7457,2-0-1,BM-227
5,7457,2-0-1,BM-229
5,7457,2-0-1,BM-237
5,7457,2-0-1,BM-238
5,7457,2-0-1,BM-240
5,7457,2-0-1,BM-246
5,7457,2-0-1,BM-247
5,3863,1-0-1,WM-003
5,3863,1-0-1,WM-004
5,3863,1-0-1,WM-006
5,3863,1-0-1,WM-009
5,3863,1-0-1,WM-010
5,3863,1-0-1,WM-015
5,3863,1-0-1,WM-017
5,3863,1-0-1,WM-019
5,3863,1-0-1,WM-025
5,3863,1-0-1,WM-026
5,3863,1-0-1,WM-028
5,3863,1-0-1,WM-031
5,3863,1-0-1,WM-032
5,3863,1-0-1,WM-033
5,3863,1-0-1,WM-034
5,3863,1-0-1,WM-036
5,3863,1-0-1,WM-038
5,3863,1-0-1,WM-040
5,3863,1-0-1,WM-041
5,3863,1-0-1,WM-202
5,3863,1-0-1,WM-206
5,3863,1-0-1,WM-207
5,3863,1-0-1,WM-208
5,3863,1-0-1,WM-210
5,3863,1-0-1,WM-211
5,3863,1-0-1,WM-213
5,3863,1-0-1,WM-214
5,3863,1-0-1,WM-218
5,3863,1-0-1,WM-219
5,3863,1-0-1,WM-224
5,3863,1-0-1,WM-227
5,3863,1-0-1,WM-229
5,3863,1-0-1,WM-230
5,3863,1-0-1,WM-232
5,3863,1-0-1,WM-234
5,3863,1-0-1,WM-238
5,3863,1-0-1,WM-242
5,3863,1-0-1,WM-245
5,3863,1-0-1,WM-247
5,3863,1-0-1,WM-250
5,3863,1-0-1,WM-251
5,3863,1-0-1,WM-253
5,5882,2-0-4,BM-225
5,5882,2-0-4,BM-244
5,5882,2-0-4,BM-245
5,5543,1-0-4,WM-223
5,5543,1-0-4,WM-249
5,6129,2-0-1,BM-001
5,6129,2-0-1,BM-002
5,6129,2-0-1,BM-003
5,6129,2-0-1,BM-005
5,6129,2-0-1,BM-010
5,6129,2-0-1,BM-013
5,6129,2-0-1,BM-015
5,6129,2-0-1,BM-016
5,6129,2-0-1,BM-019
5,6129,2-0-1,BM-023
5,6129,2-0-1,BM-024
5,6129,2-0-1,BM-026
5,6129,2-0-1,BM-027
5,6129,2-0-1,BM-028
5,6129,2-0-1,BM-030
5,6129,2-0-1,BM-031
5,6129,2-0-1,BM-039
5,6129,2-0-1,BM-040
5,6129,2-0-1,BM-043
5,6129,2-0-1,BM-045
5,6129,2-0-1,BM-046
5,6129,2-0-1,BM-200
5,6129,2-0-1,BM-203
5,6129,2-0-1,BM-204
5,6129,2-0-1,BM-205
5,6129,2-0-1,BM-207
5,6129,2-0-1,BM-214
5,6129,2-0-1,BM-215
5,6129,2-0-1,BM-217
5,6129,2-0-1,BM-219
5,6129,2-0-1,BM-226
5,6129,2-0-1,BM-227
5,6129,2-0-1,BM-229
5,6129,2-0-1,BM-237
5,6129,2-0-1,BM-238
5,6129,2-0-1,BM-240
5,6129,2-0-1,BM-246
5,6129,2-0-1,BM-247
5,7636,2-1-3,BF-024
5,7636,2-1-3,BF-027
5,7636,2-1-3,BF-202
5,7636,2-1-3,BF-213
5,7636,2-1-3,BF-219
5,7636,2-1-3,BF-227
5,7636,2-1-3,BF-228
5,7636,2-1-3,BF-231
5,7636,2-1-3,BF-245
5,7636,2-1-3,BF-246
5,7636,2-1-3,BF-248
5,7636,2-1-3,BF-251
5,7636,2-1-3,BF-252
5,7636,2-1-3,BF-254
5,3145,2-0-2,BM-011
5,3145,2-0-2,BM-017
5,3145,2-0-2,BM-018
5,3145,2-0-2,BM-022
5,3145,2-0-2,BM-029
5,3145,2-0-2,BM-032
5,3145,2-0-2,BM-041
5,3145,2-0-2,BM-202
5,3145,2-0-2,BM-208
5,3145,2-0-2,BM-210
5,3145,2-0-2,BM-211
5,3145,2-0-2,BM-216
5,3145,2-0-2,BM-223
5,3145,2-0-2,BM-231
5,3145,2-0-2,BM-232
5,3145,2-0-2,BM-235
5,3145,2-0-2,BM-241
5,3145,2-0-2,BM-242
5,3145,2-0-2,BM-250
5,3145,2-0-2,BM-251
5,3145,2-0-2,BM-253
5,2156,1-0-4,WM-223
5,2156,1-0-4,WM-249
5,7258,2-0-1,BM-001
5,7258,2-0-1,BM-002
5,7258,2-0-1,BM-003
5,7258,2-0-1,BM-005
5,7258,2-0-1,BM-010
5,7258,2-0-1,BM-013
5,7258,2-0-1,BM-015
5,7258,2-0-1,BM-016
5,7258,2-0-1,BM-019
5,7258,2-0-1,BM-023
5,7258,2-0-1,BM-024
5,7258,2-0-1,BM-026
5,7258,2-0-1,BM-027
5,7258,2-0-1,BM-028
5,7258,2-0-1,BM-030
5,7258,2-0-1,BM-031
5,7258,2-0-1,BM-039
5,7258,2-0-1,BM-040
5,7258,2-0-1,BM-043
5,7258,2-0-1,BM-045
5,7258,2-0-1,BM-046
5,7258,2-0-1,BM-200
5,7258,2-0-1,BM-203
5,7258,2-0-1,BM-204
5,7258,2-0-1,BM-205
5,7258,2-0-1,BM-207
5,7258,2-0-1,BM-214
5,7258,2-0-1,BM-215
5,7258,2-0-1,BM-217
5,7258,2-0-1,BM-219
5,7258,2-0-1,BM-226
5,7258,2-0-1,BM-227
5,7258,2-0-1,BM-229
5,7258,2-0-1,BM-237
5,7258,2-0-1,BM-238
5,7258,2-0-1,BM-240
5,7258,2-0-1,BM-246
5,7258,2-0-1,BM-247
5,7003,2-0-4,BM-225
5,7003,2-0-4,BM-244
5,7003,2-0-4,BM-245
5,10327,1-0-1,WM-003
5,10327,1-0-1,WM-004
5,10327,1-0-1,WM-006
5,10327,1-0-1,WM-009
5,10327,1-0-1,WM-010
5,10327,1-0-1,WM-015
5,10327,1-0-1,WM-017
5,10327,1-0-1,WM-019
5,10327,1-0-1,WM-025
5,10327,1-0-1,WM-026
5,10327,1-0-1,WM-028
5,10327,1-0-1,WM-031
5,10327,1-0-1,WM-032
5,10327,1-0-1,WM-033
5,10327,1-0-1,WM-034
5,10327,1-0-1,WM-036
5,10327,1-0-1,WM-038
5,10327,1-0-1,WM-040
5,10327,1-0-1,WM-041
5,10327,1-0-1,WM-202
5,10327,1-0-1,WM-206
5,10327,1-0-1,WM-207
5,10327,1-0-1,WM-208
5,10327,1-0-1,WM-210
5,10327,1-0-1,WM-211
5,10327,1-0-1,WM-213
5,10327,1-0-1,WM-214
5,10327,1-0-1,WM-218
5,10327,1-0-1,WM-219
5,10327,1-0-1,WM-224
5,10327,1-0-1,WM-227
5,10327,1-0-1,WM-229
5,10327,1-0-1,WM-230
5,10327,1-0-1,WM-232
5,10327,1-0-1,WM-234
5,10327,1-0-1,WM-238
5,10327,1-0-1,WM-242
5,10327,1-0-1,WM-245
5,10327,1-0-1,WM-247
5,10327,1-0-1,WM-250
5,10327,1-0-1,WM-251
5,10327,1-0-1,WM-253
5,7958,1-0-4,WM-223
5,7958,1-0-4,WM-249
5,6096,2-0-0,BM-009
5,6096,2-0-0,BM-036
5,6096,2-0-0,BM-037
5,6096,2-0-0,BM-201
5,6096,2-0-0,BM-239
5,6096,2-0-0,BM-248
5,6096,2-0-0,BM-249
5,10401,1-1-4,WF-221
5,10401,1-1-4,WF-240
5,10401,1-1-4,WF-246
5,10401,1-1-4,WF-251
5,6586,1-1-4,WF-221
5,6586,1-1-4,WF-240
5,6586,1-1-4,WF-246
5,6586,1-1-4,WF-251
5,9357,2-0-3,BM-004
5,9357,2-0-3,BM-012
5,9357,2-0-3,BM-020
5,9357,2-0-3,BM-021
5,9357,2-0-3,BM-025
5,9357,2-0-3,BM-033
5,9357,2-0-3,BM-034
5,9357,2-0-3,BM-038
5,9357,2-0-3,BM-044
5,9357,2-0-3,BM-206
5,9357,2-0-3,BM-209
5,9357,2-0-3,BM-212
5,9357,2-0-3,BM-213
5,9357,2-0-3,BM-218
5,9357,2-0-3,BM-221
5,9357,2-0-3,BM-222
5,9357,2-0-3,BM-224
5,9357,2-0-3,BM-228
5,9357,2-0-3,BM-230
5,9357,2-0-3,BM-233
5,9357,2-0-3,BM-234
5,9357,2-0-3,BM-236
5,9357,2-0-3,BM-243
5,9357,2-0-3,BM-252
5,6170,2-0-2,BM-011
5,6170,2-0-2,BM-017
5,6170,2-0-2,BM-018
5,6170,2-0-2,BM-022
5,6170,2-0-2,BM-029
5,6170,2-0-2,BM-032
5,6170,2-0-2,BM-041
5,6170,2-0-2,BM-202
5,6170,2-0-2,BM-208
5,6170,2-0-2,BM-210
5,6170,2-0-2,BM-211
5,6170,2-0-2,BM-216
5,6170,2-0-2,BM-223
5,6170,2-0-2,BM-231
5,6170,2-0-2,BM-232
5,6170,2-0-2,BM-235
5,6170,2-0-2,BM-241
5,6170,2-0-2,BM-242
5,6170,2-0-2,BM-250
5,6170,2-0-2,BM-251
5,6170,2-0-2,BM-253
5,1160,2-1-1,BF-002
5,1160,2-1-1,BF-003
5,1160,2-1-1,BF-004
5,1160,2-1-1,BF-006
5,1160,2-1-1,BF-008
5,1160,2-1-1,BF-012
5,1160,2-1-1,BF-014
5,1160,2-1-1,BF-016
5,1160,2-1-1,BF-018
5,1160,2-1-1,BF-020
5,1160,2-1-1,BF-021
5,1160,2-1-1,BF-025
5,1160,2-1-1,BF-028
5,1160,2-1-1,BF-029
5,1160,2-1-1,BF-030
5,1160,2-1-1,BF-031
5,1160,2-1-1,BF-034
5,1160,2-1-1,BF-036
5,1160,2-1-1,BF-037
5,1160,2-1-1,BF-038
5,1160,2-1-1,BF-039
5,1160,2-1-1,BF-042
5,1160,2-1-1,BF-043
5,1160,2-1-1,BF-044
5,1160,2-1-1,BF-045
5,1160,2-1-1,BF-050
5,1160,2-1-1,BF-201
5,1160,2-1-1,BF-207
5,1160,2-1-1,BF-208
5,1160,2-1-1,BF-209
5,1160,2-1-1,BF-210
5,1160,2-1-1,BF-216
5,1160,2-1-1,BF-221
5,1160,2-1-1,BF-222
5,1160,2-1-1,BF-223
5,1160,2-1-1,BF-232
5,1160,2-1-1,BF-240
5,1160,2-1-1,BF-241
5,1160,2-1-1,BF-242
5,1160,2-1-1,BF-247
5,6377,1-0-1,WM-003
5,6377,1-0-1,WM-004
5,6377,1-0-1,WM-006
5,6377,1-0-1,WM-009
5,6377,1-0-1,WM-010
5,6377,1-0-1,WM-015
5,6377,1-0-1,WM-017
5,6377,1-0-1,WM-019
5,6377,1-0-1,WM-025
5,6377,1-0-1,WM-026
5,6377,1-0-1,WM-028
5,6377,1-0-1,WM-031
5,6377,1-0-1,WM-032
5,6377,1-0-1,WM-033
5,6377,1-0-1,WM-034
5,6377,1-0-1,WM-036
5,6377,1-0-1,WM-038
5,6377,1-0-1,WM-040
5,6377,1-0-1,WM-041
5,6377,1-0-1,WM-202
5,6377,1-0-1,WM-206
5,6377,1-0-1,WM-207
5,6377,1-0-1,WM-208
5,6377,1-0-1,WM-210
5,6377,1-0-1,WM-211
5,6377,1-0-1,WM-213
5,6377,1-0-1,WM-214
5,6377,1-0-1,WM-218
5,6377,1-0-1,WM-219
5,6377,1-0-1,WM-224
5,6377,1-0-1,WM-227
5,6377,1-0-1,WM-229
5,6377,1-0-1,WM-230
5,6377,1-0-1,WM-232
5,6377,1-0-1,WM-234
5,6377,1-0-1,WM-238
5,6377,1-0-1,WM-242
5,6377,1-0-1,WM-245
5,6377,1-0-1,WM-247
5,6377,1-0-1,WM-250
5,6377,1-0-1,WM-251
5,6377,1-0-1,WM-253
5,2533,1-0-0,WM-001
5,2533,1-0-0,WM-024
5,2533,1-0-0,WM-035
5,2533,1-0-0,WM-037
5,2533,1-0-0,WM-039
5,2533,1-0-0,WM-200
5,2533,1-0-0,WM-209
5,2533,1-0-0,WM-217
5,2533,1-0-0,WM-231
5,2533,1-0-0,WM-235
5,2533,1-0-0,WM-236
5,2533,1-0-0,WM-239
5,9617,2-0-1,BM-001
5,9617,2-0-1,BM-002
5,9617,2-0-1,BM-003
5,9617,2-0-1,BM-005
5,9617,2-0-1,BM-010
5,9617,2-0-1,BM-013
5,9617,2-0-1,BM-015
5,9617,2-0-1,BM-016
5,9617,2-0-1,BM-019
5,9617,2-0-1,BM-023
5,9617,2-0-1,BM-024
5,9617,2-0-1,BM-026
5,9617,2-0-1,BM-027
5,9617,2-0-1,BM-028
5,9617,2-0-1,BM-030
5,9617,2-0-1,BM-031
5,9617,2-0-1,BM-039
5,9617,2-0-1,BM-040
5,9617,2-0-1,BM-043
5,9617,2-0-1,BM-045
5,9617,2-0-1,BM-046
5,9617,2-0-1,BM-200
5,9617,2-0-1,BM-203
5,9617,2-0-1,BM-204
5,9617,2-0-1,BM-205
5,9617,2-0-1,BM-207
5,9617,2-0-1,BM-214
5,9617,2-0-1,BM-215
5,9617,2-0-1,BM-217
5,9617,2-0-1,BM-219
5,9617,2-0-1,BM-226
5,9617,2-0-1,BM-227
5,9617,2-0-1,BM-229
5,9617,2-0-1,BM-237
5,9617,2-0-1,BM-238
5,9617,2-0-1,BM-240
5,9617,2-0-1,BM-246
5,9617,2-0-1,BM-247
5,5433,2-1-0,BF-013
5,5433,2-1-0,BF-035
5,5433,2-1-0,BF-040
5,5433,2-1-0,BF-041
5,5433,2-1-0,BF-049
5,9833,1-0-4,WM-223
5,9833,1-0-4,WM-249
5,4122,1-1-1,WF-001
5,4122,1-1-1,WF-003
5,4122,1-1-1,WF-005
5,4122,1-1-1,WF-006
5,4122,1-1-1,WF-007
5,4122,1-1-1,WF-009
5,4122,1-1-1,WF-010
5,4122,1-1-1,WF-011
5,4122,1-1-1,WF-012
5,4122,1-1-1,WF-013
5,4122,1-1-1,WF-015
5,4122,1-1-1,WF-016
5,4122,1-1-1,WF-017
5,4122,1-1-1,WF-020
5,4122,1-1-1,WF-021
5,4122,1-1-1,WF-024
5,4122,1-1-1,WF-027
5,4122,1-1-1,WF-028
5,4122,1-1-1,WF-029
5,4122,1-1-1,WF-030
5,4122,1-1-1,WF-031
5,4122,1-1-1,WF-035
5,4122,1-1-1,WF-036
5,4122,1-1-1,WF-037
5,4122,1-1-1,WF-039
5,4122,1-1-1,WF-201
5,4122,1-1-1,WF-202
5,4122,1-1-1,WF-203
5,4122,1-1-1,WF-204
5,4122,1-1-1,WF-205
5,4122,1-1-1,WF-207
5,4122,1-1-1,WF-208
5,4122,1-1-1,WF-209
5,4122,1-1-1,WF-210
5,4122,1-1-1,WF-211
5,4122,1-1-1,WF-212
5,4122,1-1-1,WF-213
5,4122,1-1-1,WF-219
5,4122,1-1-1,WF-220
5,4122,1-1-1,WF-223
5,4122,1-1-1,WF-225
5,4122,1-1-1,WF-227
5,4122,1-1-1,WF-229
5,4122,1-1-1,WF-230
5,4122,1-1-1,WF-231
5,4122,1-1-1,WF-232
5,4122,1-1-1,WF-233
5,4122,1-1-1,WF-234
5,4122,1-1-1,WF-236
5,4122,1-1-1,WF-238
5,4122,1-1-1,WF-239
5,4122,1-1-1,WF-242
5,4122,1-1-1,WF-243
5,4122,1-1-1,WF-244
5,4122,1-1-1,WF-247
5,4122,1-1-1,WF-252
5,2586,1-0-3,WM-018
5,2586,1-0-3,WM-023
5,2586,1-0-3,WM-201
5,2586,1-0-3,WM-204
5,2586,1-0-3,WM-220
5,2586,1-0-3,WM-221
5,2586,1-0-3,WM-225
