conditionID,raceTextShown,imageShown,blockID,defID,groundTruth,compasScore,turkerScore,turkerScore1to10,imageID,defEthnicity,defGender,defAge,defJuvFelCount,defJuvMisdCount,defPriorsCount,defChargeID,defChargeDegree
1,1,1,18,2613,0,1,2,2.8, WM-221,1,0,46,0,0,0,371,1
2,1,0,18,2613,0,1,2.5,3.25, WM-221,1,0,46,0,0,0,371,1
3,0,1,18,2613,0,1,3,3.7, WM-221,1,0,46,0,0,0,371,1
4,0,0,18,2613,0,1,3.5,4.15, WM-221,1,0,46,0,0,0,371,1
1,1,1,17,2618,1,9,9.5,9.55, BM-020,2,0,34,0,0,27,175,1
2,1,0,17,2618,1,9,10,10, BM-020,2,0,34,0,0,27,175,1
3,0,1,17,2618,1,9,9.5,9.55, BM-020,2,0,34,0,0,27,175,1
4,0,0,17,2618,1,9,9.5,9.55, BM-020,2,0,34,0,0,27,175,1
1,1,1,3,2624,1,2,4.5,5.05, BM-034,2,0,51,0,0,0,306,1
2,1,0,3,2624,1,2,2.5,3.25, BM-034,2,0,51,0,0,0,306,1
3,0,1,3,2624,1,2,2,2.8, BM-034,2,0,51,0,0,0,306,1
4,0,0,3,2624,1,2,4.5,5.05, BM-034,2,0,51,0,0,0,306,1
1,1,1,15,2632,0,1,8.5,8.65, empty,1,0,56,0,0,4,306,1
2,1,0,15,2632,0,1,8,8.2, empty,1,0,56,0,0,4,306,1
3,0,1,15,2632,0,1,8,8.2, empty,1,0,56,0,0,4,306,1
4,0,0,15,2632,0,1,9.5,9.55, empty,1,0,56,0,0,4,306,1
1,1,1,11,2638,0,4,1,1.9, WM-006,1,0,23,0,0,0,45,0
2,1,0,11,2638,0,4,1,1.9, WM-006,1,0,23,0,0,0,45,0
3,0,1,11,2638,0,4,2,2.8, WM-006,1,0,23,0,0,0,45,0
4,0,0,11,2638,0,4,0,1, WM-006,1,0,23,0,0,0,45,0
1,1,1,8,265,1,6,10,10, BM-005,2,0,28,0,0,6,337,0
2,1,0,8,265,1,6,8.5,8.65, BM-005,2,0,28,0,0,6,337,0
3,0,1,8,265,1,6,9.5,9.55, BM-005,2,0,28,0,0,6,337,0
4,0,0,8,265,1,6,9.5,9.55, BM-005,2,0,28,0,0,6,337,0
1,1,1,13,2654,0,7,6.5,6.85, BM-003,2,0,27,0,0,3,207,0
2,1,0,13,2654,0,7,9.5,9.55, BM-003,2,0,27,0,0,3,207,0
3,0,1,13,2654,0,7,5.5,5.95, BM-003,2,0,27,0,0,3,207,0
4,0,0,13,2654,0,7,9,9.1, BM-003,2,0,27,0,0,3,207,0
1,1,1,11,266,0,1,6,6.4, LM-203,3,0,54,0,0,2,65,1
2,1,0,11,266,0,1,4.5,5.05, LM-203,3,0,54,0,0,2,65,1
3,0,1,11,266,0,1,6,6.4, LM-203,3,0,54,0,0,2,65,1
4,0,0,11,266,0,1,5,5.5, LM-203,3,0,54,0,0,2,65,1
1,1,1,13,2681,0,3,5.5,5.95, BM-025,2,0,43,0,0,1,344,1
2,1,0,13,2681,0,3,5,5.5, BM-025,2,0,43,0,0,1,344,1
3,0,1,13,2681,0,3,5,5.5, BM-025,2,0,43,0,0,1,344,1
4,0,0,13,2681,0,3,5,5.5, BM-025,2,0,43,0,0,1,344,1
1,1,1,3,2685,0,5,3.5,4.15, BF-002,2,1,21,0,0,0,190,1
2,1,0,3,2685,0,5,3.5,4.15, BF-002,2,1,21,0,0,0,190,1
3,0,1,3,2685,0,5,2.5,3.25, BF-002,2,1,21,0,0,0,190,1
4,0,0,3,2685,0,5,3,3.7, BF-002,2,1,21,0,0,0,190,1
1,1,1,10,2687,0,1,2.5,3.25, WM-221,1,0,54,0,0,0,45,0
2,1,0,10,2687,0,1,0,1, WM-221,1,0,54,0,0,0,45,0
3,0,1,10,2687,0,1,2,2.8, WM-221,1,0,54,0,0,0,45,0
4,0,0,10,2687,0,1,1,1.9, WM-221,1,0,54,0,0,0,45,0
1,1,1,3,2691,0,1,2,2.8, BM-213,2,0,54,0,0,0,368,0
2,1,0,3,2691,0,1,0.5,1.45, BM-213,2,0,54,0,0,0,368,0
3,0,1,3,2691,0,1,1.5,2.35, BM-213,2,0,54,0,0,0,368,0
4,0,0,3,2691,0,1,3,3.7, BM-213,2,0,54,0,0,0,368,0
1,1,1,2,2703,0,7,6,6.4, BM-218,2,0,51,0,0,3,172,1
2,1,0,2,2703,0,7,6,6.4, BM-218,2,0,51,0,0,3,172,1
3,0,1,2,2703,0,7,5.5,5.95, BM-218,2,0,51,0,0,3,172,1
4,0,0,2,2703,0,7,6,6.4, BM-218,2,0,51,0,0,3,172,1
1,1,1,7,2718,1,3,2.5,3.25, BF-009,2,1,35,0,0,0,306,1
2,1,0,7,2718,1,3,3.5,4.15, BF-009,2,1,35,0,0,0,306,1
3,0,1,7,2718,1,3,2.5,3.25, BF-009,2,1,35,0,0,0,306,1
4,0,0,7,2718,1,3,4.5,5.05, BF-009,2,1,35,0,0,0,306,1
1,1,1,1,2719,1,4,4,4.6, BM-001,2,0,23,0,0,1,167,1
2,1,0,1,2719,1,4,7,7.3, BM-001,2,0,23,0,0,1,167,1
3,0,1,1,2719,1,4,5,5.5, BM-001,2,0,23,0,0,1,167,1
4,0,0,1,2719,1,4,4.5,5.05, BM-001,2,0,23,0,0,1,167,1
1,1,1,18,2723,1,6,7.5,7.75, BM-002,2,0,25,0,0,4,89,1
2,1,0,18,2723,1,6,7.5,7.75, BM-002,2,0,25,0,0,4,89,1
3,0,1,18,2723,1,6,8,8.2, BM-002,2,0,25,0,0,4,89,1
4,0,0,18,2723,1,6,8.5,8.65, BM-002,2,0,25,0,0,4,89,1
1,1,1,5,2737,1,8,10,10, BM-003,2,0,26,0,0,9,126,1
2,1,0,5,2737,1,8,10,10, BM-003,2,0,26,0,0,9,126,1
3,0,1,5,2737,1,8,9.5,9.55, BM-003,2,0,26,0,0,9,126,1
4,0,0,5,2737,1,8,9,9.1, BM-003,2,0,26,0,0,9,126,1
1,1,1,6,2758,0,2,3,3.7, BM-002,2,0,25,0,0,0,271,1
2,1,0,6,2758,0,2,0.5,1.45, BM-002,2,0,25,0,0,0,271,1
3,0,1,6,2758,0,2,2,2.8, BM-002,2,0,25,0,0,0,271,1
4,0,0,6,2758,0,2,2.5,3.25, BM-002,2,0,25,0,0,0,271,1
1,1,1,12,2765,0,2,1.5,2.35, BF-003,2,1,26,0,0,0,45,0
2,1,0,12,2765,0,2,0.5,1.45, BF-003,2,1,26,0,0,0,45,0
3,0,1,12,2765,0,2,0.5,1.45, BF-003,2,1,26,0,0,0,45,0
4,0,0,12,2765,0,2,0,1, BF-003,2,1,26,0,0,0,45,0
1,1,1,14,2766,1,8,8.5,8.65, BM-002,2,0,28,0,0,8,190,1
2,1,0,14,2766,1,8,9,9.1, BM-002,2,0,28,0,0,8,190,1
3,0,1,14,2766,1,8,10,10, BM-002,2,0,28,0,0,8,190,1
4,0,0,14,2766,1,8,9.5,9.55, BM-002,2,0,28,0,0,8,190,1
1,1,1,17,2767,1,1,4.5,5.05, empty,1,0,67,0,0,2,334,0
2,1,0,17,2767,1,1,6,6.4, empty,1,0,67,0,0,2,334,0
3,0,1,17,2767,1,1,4,4.6, empty,1,0,67,0,0,2,334,0
4,0,0,17,2767,1,1,6,6.4, empty,1,0,67,0,0,2,334,0
1,1,1,14,277,1,8,9.5,9.55, BM-213,2,0,47,0,0,23,283,0
2,1,0,14,277,1,8,10,10, BM-213,2,0,47,0,0,23,283,0
3,0,1,14,277,1,8,9,9.1, BM-213,2,0,47,0,0,23,283,0
4,0,0,14,277,1,8,10,10, BM-213,2,0,47,0,0,23,283,0
1,1,1,17,2772,1,8,8,8.2, BM-015,2,0,23,0,0,2,92,0
2,1,0,17,2772,1,8,7.5,7.75, BM-015,2,0,23,0,0,2,92,0
3,0,1,17,2772,1,8,7,7.3, BM-015,2,0,23,0,0,2,92,0
4,0,0,17,2772,1,8,8.5,8.65, BM-015,2,0,23,0,0,2,92,0
1,1,1,4,2773,1,7,9.5,9.55, BF-203,2,1,49,0,0,14,45,0
2,1,0,4,2773,1,7,9.5,9.55, BF-203,2,1,49,0,0,14,45,0
3,0,1,4,2773,1,7,9.5,9.55, BF-203,2,1,49,0,0,14,45,0
4,0,0,4,2773,1,7,8.5,8.65, BF-203,2,1,49,0,0,14,45,0
1,1,1,9,2780,0,1,0,1, empty,1,0,58,0,0,0,45,0
2,1,0,9,2780,0,1,0.5,1.45, empty,1,0,58,0,0,0,45,0
3,0,1,9,2780,0,1,0.5,1.45, empty,1,0,58,0,0,0,45,0
4,0,0,9,2780,0,1,0,1, empty,1,0,58,0,0,0,45,0
1,1,1,11,279,0,1,3,3.7, empty,3,0,57,0,0,1,129,1
2,1,0,11,279,0,1,1,1.9, empty,3,0,57,0,0,1,129,1
3,0,1,11,279,0,1,4.5,5.05, empty,3,0,57,0,0,1,129,1
4,0,0,11,279,0,1,3,3.7, empty,3,0,57,0,0,1,129,1
1,1,1,5,2790,0,4,1,1.9, WM-220,1,0,43,0,0,0,134,0
2,1,0,5,2790,0,4,1.5,2.35, WM-220,1,0,43,0,0,0,134,0
3,0,1,5,2790,0,4,3,3.7, WM-220,1,0,43,0,0,0,134,0
4,0,0,5,2790,0,4,1.5,2.35, WM-220,1,0,43,0,0,0,134,0
1,1,1,18,2794,1,4,9.5,9.55, WM-003,1,0,27,0,1,4,45,0
2,1,0,18,2794,1,4,10,10, WM-003,1,0,27,0,1,4,45,0
3,0,1,18,2794,1,4,9,9.1, WM-003,1,0,27,0,1,4,45,0
4,0,0,18,2794,1,4,8.5,8.65, WM-003,1,0,27,0,1,4,45,0
1,1,1,19,2809,0,3,1.5,2.35, BM-010,2,0,23,0,0,0,246,1
2,1,0,19,2809,0,3,0,1, BM-010,2,0,23,0,0,0,246,1
3,0,1,19,2809,0,3,0.5,1.45, BM-010,2,0,23,0,0,0,246,1
4,0,0,19,2809,0,3,2,2.8, BM-010,2,0,23,0,0,0,246,1
1,1,1,2,282,1,4,8.5,8.65, WM-220,1,0,45,0,0,8,423,0
2,1,0,2,282,1,4,10,10, WM-220,1,0,45,0,0,8,423,0
3,0,1,2,282,1,4,8.5,8.65, WM-220,1,0,45,0,0,8,423,0
4,0,0,2,282,1,4,10,10, WM-220,1,0,45,0,0,8,423,0
1,1,1,17,2820,0,1,1,1.9, empty,1,0,66,0,0,0,45,0
2,1,0,17,2820,0,1,1,1.9, empty,1,0,66,0,0,0,45,0
3,0,1,17,2820,0,1,1,1.9, empty,1,0,66,0,0,0,45,0
4,0,0,17,2820,0,1,1,1.9, empty,1,0,66,0,0,0,45,0
1,1,1,10,2841,0,5,9,9.1, WM-009,1,0,24,0,1,3,133,0
2,1,0,10,2841,0,5,9,9.1, WM-009,1,0,24,0,1,3,133,0
3,0,1,10,2841,0,5,10,10, WM-009,1,0,24,0,1,3,133,0
4,0,0,10,2841,0,5,8.5,8.65, WM-009,1,0,24,0,1,3,133,0
1,1,1,18,2843,0,1,0.5,1.45, WM-201,1,0,39,0,0,0,45,0
2,1,0,18,2843,0,1,1,1.9, WM-201,1,0,39,0,0,0,45,0
3,0,1,18,2843,0,1,1.5,2.35, WM-201,1,0,39,0,0,0,45,0
4,0,0,18,2843,0,1,2,2.8, WM-201,1,0,39,0,0,0,45,0
1,1,1,7,2854,1,9,10,10, BM-011,2,0,31,0,0,19,129,1
2,1,0,7,2854,1,9,10,10, BM-011,2,0,31,0,0,19,129,1
3,0,1,7,2854,1,9,9.5,9.55, BM-011,2,0,31,0,0,19,129,1
4,0,0,7,2854,1,9,10,10, BM-011,2,0,31,0,0,19,129,1
1,1,1,13,2865,1,4,7,7.3, BM-005,2,0,22,0,0,2,89,1
2,1,0,13,2865,1,4,9.5,9.55, BM-005,2,0,22,0,0,2,89,1
3,0,1,13,2865,1,4,6.5,6.85, BM-005,2,0,22,0,0,2,89,1
4,0,0,13,2865,1,4,8.5,8.65, BM-005,2,0,22,0,0,2,89,1
1,1,1,16,2874,1,2,7,7.3, BM-004,2,0,33,0,0,2,45,0
2,1,0,16,2874,1,2,8.5,8.65, BM-004,2,0,33,0,0,2,45,0
3,0,1,16,2874,1,2,6,6.4, BM-004,2,0,33,0,0,2,45,0
4,0,0,16,2874,1,2,6.5,6.85, BM-004,2,0,33,0,0,2,45,0
1,1,1,7,2897,1,7,5,5.5, WM-004,1,0,28,0,0,1,306,1
2,1,0,7,2897,1,7,4.5,5.05, WM-004,1,0,28,0,0,1,306,1
3,0,1,7,2897,1,7,5,5.5, WM-004,1,0,28,0,0,1,306,1
4,0,0,7,2897,1,7,4.5,5.05, WM-004,1,0,28,0,0,1,306,1
1,1,1,11,2898,0,3,0.5,1.45, WF-002,1,1,31,0,0,0,45,0
2,1,0,11,2898,0,3,0,1, WF-002,1,1,31,0,0,0,45,0
3,0,1,11,2898,0,3,0.5,1.45, WF-002,1,1,31,0,0,0,45,0
4,0,0,11,2898,0,3,0.5,1.45, WF-002,1,1,31,0,0,0,45,0
1,1,1,5,2901,1,9,8,8.2, BM-001,2,0,26,0,0,6,303,1
2,1,0,5,2901,1,9,8.5,8.65, BM-001,2,0,26,0,0,6,303,1
3,0,1,5,2901,1,9,9,9.1, BM-001,2,0,26,0,0,6,303,1
4,0,0,5,2901,1,9,9.5,9.55, BM-001,2,0,26,0,0,6,303,1
1,1,1,11,2907,1,6,9,9.1, BM-001,2,0,22,0,0,3,167,1
2,1,0,11,2907,1,6,9,9.1, BM-001,2,0,22,0,0,3,167,1
3,0,1,11,2907,1,6,9,9.1, BM-001,2,0,22,0,0,3,167,1
4,0,0,11,2907,1,6,9,9.1, BM-001,2,0,22,0,0,3,167,1
1,1,1,1,2910,0,4,2.5,3.25, WM-201,1,0,42,0,0,0,128,0
2,1,0,1,2910,0,4,0.5,1.45, WM-201,1,0,42,0,0,0,128,0
3,0,1,1,2910,0,4,0,1, WM-201,1,0,42,0,0,0,128,0
4,0,0,1,2910,0,4,1.5,2.35, WM-201,1,0,42,0,0,0,128,0
1,1,1,16,2914,0,9,5.5,5.95, BM-020,2,0,29,0,0,1,159,1
2,1,0,16,2914,0,9,6,6.4, BM-020,2,0,29,0,0,1,159,1
3,0,1,16,2914,0,9,6.5,6.85, BM-020,2,0,29,0,0,1,159,1
4,0,0,16,2914,0,9,3.5,4.15, BM-020,2,0,29,0,0,1,159,1
1,1,1,12,2917,0,4,8,8.2, WM-004,1,0,26,0,0,3,243,0
2,1,0,12,2917,0,4,8.5,8.65, WM-004,1,0,26,0,0,3,243,0
3,0,1,12,2917,0,4,9.5,9.55, WM-004,1,0,26,0,0,3,243,0
4,0,0,12,2917,0,4,9.5,9.55, WM-004,1,0,26,0,0,3,243,0
1,1,1,17,2930,1,10,10,10, BM-017,2,0,29,0,0,10,31,0
2,1,0,17,2930,1,10,9.5,9.55, BM-017,2,0,29,0,0,10,31,0
3,0,1,17,2930,1,10,10,10, BM-017,2,0,29,0,0,10,31,0
4,0,0,17,2930,1,10,9.5,9.55, BM-017,2,0,29,0,0,10,31,0
1,1,1,20,2934,1,3,5.5,5.95, BM-016,2,0,25,0,0,1,64,1
2,1,0,20,2934,1,3,5.5,5.95, BM-016,2,0,25,0,0,1,64,1
3,0,1,20,2934,1,3,3.5,4.15, BM-016,2,0,25,0,0,1,64,1
4,0,0,20,2934,1,3,4,4.6, BM-016,2,0,25,0,0,1,64,1
1,1,1,7,2937,1,5,4,4.6, WM-001,1,0,20,0,0,0,190,1
2,1,0,7,2937,1,5,4,4.6, WM-001,1,0,20,0,0,0,190,1
3,0,1,7,2937,1,5,2,2.8, WM-001,1,0,20,0,0,0,190,1
4,0,0,7,2937,1,5,2.5,3.25, WM-001,1,0,20,0,0,0,190,1
1,1,1,18,2943,0,1,3,3.7, WM-220,1,0,42,0,0,0,16,1
2,1,0,18,2943,0,1,4.5,5.05, WM-220,1,0,42,0,0,0,16,1
3,0,1,18,2943,0,1,4,4.6, WM-220,1,0,42,0,0,0,16,1
4,0,0,18,2943,0,1,2,2.8, WM-220,1,0,42,0,0,0,16,1
1,1,1,6,2955,0,2,3,3.7, BM-018,2,0,30,0,0,1,45,0
2,1,0,6,2955,0,2,2.5,3.25, BM-018,2,0,30,0,0,1,45,0
3,0,1,6,2955,0,2,1,1.9, BM-018,2,0,30,0,0,1,45,0
4,0,0,6,2955,0,2,2.5,3.25, BM-018,2,0,30,0,0,1,45,0
1,1,1,12,2959,0,7,6.5,6.85, BM-001,2,0,26,0,0,2,45,0
2,1,0,12,2959,0,7,7,7.3, BM-001,2,0,26,0,0,2,45,0
3,0,1,12,2959,0,7,6,6.4, BM-001,2,0,26,0,0,2,45,0
4,0,0,12,2959,0,7,5.5,5.95, BM-001,2,0,26,0,0,2,45,0
1,1,1,2,3010,0,1,1,1.9, empty,1,0,58,0,0,0,132,0
2,1,0,2,3010,0,1,1,1.9, empty,1,0,58,0,0,0,132,0
3,0,1,2,3010,0,1,1,1.9, empty,1,0,58,0,0,0,132,0
4,0,0,2,3010,0,1,0.5,1.45, empty,1,0,58,0,0,0,132,0
1,1,1,19,3019,1,2,0.5,1.45, WM-249,1,0,50,0,0,0,45,0
2,1,0,19,3019,1,2,0,1, WM-249,1,0,50,0,0,0,45,0
3,0,1,19,3019,1,2,0.5,1.45, WM-249,1,0,50,0,0,0,45,0
4,0,0,19,3019,1,2,0.5,1.45, WM-249,1,0,50,0,0,0,45,0
1,1,1,12,3022,0,5,8,8.2, BM-022,2,0,35,0,0,4,45,0
2,1,0,12,3022,0,5,8.5,8.65, BM-022,2,0,35,0,0,4,45,0
3,0,1,12,3022,0,5,8.5,8.65, BM-022,2,0,35,0,0,4,45,0
4,0,0,12,3022,0,5,8,8.2, BM-022,2,0,35,0,0,4,45,0
1,1,1,10,3055,0,2,7,7.3, empty,2,0,61,0,0,5,306,1
2,1,0,10,3055,0,2,8,8.2, empty,2,0,61,0,0,5,306,1
3,0,1,10,3055,0,2,8.5,8.65, empty,2,0,61,0,0,5,306,1
4,0,0,10,3055,0,2,8.5,8.65, empty,2,0,61,0,0,5,306,1
1,1,1,8,3056,0,3,0,1, BM-019,2,0,25,0,0,0,273,1
2,1,0,8,3056,0,3,1,1.9, BM-019,2,0,25,0,0,0,273,1
3,0,1,8,3056,0,3,2,2.8, BM-019,2,0,25,0,0,0,273,1
4,0,0,8,3056,0,3,2.5,3.25, BM-019,2,0,25,0,0,0,273,1
1,1,1,10,3084,0,4,9,9.1, BF-203,2,1,50,0,0,7,45,0
2,1,0,10,3084,0,4,9,9.1, BF-203,2,1,50,0,0,7,45,0
3,0,1,10,3084,0,4,9,9.1, BF-203,2,1,50,0,0,7,45,0
4,0,0,10,3084,0,4,8,8.2, BF-203,2,1,50,0,0,7,45,0
1,1,1,10,3110,1,4,2.5,3.25, WM-024,1,0,21,0,0,0,45,0
2,1,0,10,3110,1,4,1,1.9, WM-024,1,0,21,0,0,0,45,0
3,0,1,10,3110,1,4,1,1.9, WM-024,1,0,21,0,0,0,45,0
4,0,0,10,3110,1,4,1.5,2.35, WM-024,1,0,21,0,0,0,45,0
1,1,1,13,3113,1,3,7.5,7.75, LM-201,3,0,34,0,0,2,416,1
2,1,0,13,3113,1,3,8,8.2, LM-201,3,0,34,0,0,2,416,1
3,0,1,13,3113,1,3,7,7.3, LM-201,3,0,34,0,0,2,416,1
4,0,0,13,3113,1,3,8,8.2, LM-201,3,0,34,0,0,2,416,1
1,1,1,1,3115,0,4,9.5,9.55, BF-213,2,1,40,0,0,7,326,0
2,1,0,1,3115,0,4,10,10, BF-213,2,1,40,0,0,7,326,0
3,0,1,1,3115,0,4,10,10, BF-213,2,1,40,0,0,7,326,0
4,0,0,1,3115,0,4,9.5,9.55, BF-213,2,1,40,0,0,7,326,0
1,1,1,7,3122,0,4,4,4.6, empty,1,0,46,0,0,2,283,0
2,1,0,7,3122,0,4,4,4.6, empty,1,0,46,0,0,2,283,0
3,0,1,7,3122,0,4,6,6.4, empty,1,0,46,0,0,2,283,0
4,0,0,7,3122,0,4,6,6.4, empty,1,0,46,0,0,2,283,0
1,1,1,5,3145,1,5,10,10, BM-011,2,0,30,0,1,7,285,1
2,1,0,5,3145,1,5,9,9.1, BM-011,2,0,30,0,1,7,285,1
3,0,1,5,3145,1,5,9.5,9.55, BM-011,2,0,30,0,1,7,285,1
4,0,0,5,3145,1,5,10,10, BM-011,2,0,30,0,1,7,285,1
1,1,1,8,3146,1,3,2,2.8, LM-215,3,0,37,0,0,0,377,1
2,1,0,8,3146,1,3,1,1.9, LM-215,3,0,37,0,0,0,377,1
3,0,1,8,3146,1,3,1,1.9, LM-215,3,0,37,0,0,0,377,1
4,0,0,8,3146,1,3,1.5,2.35, LM-215,3,0,37,0,0,0,377,1
1,1,1,12,3182,0,5,6.5,6.85, BM-010,2,0,25,0,0,2,246,1
2,1,0,12,3182,0,5,5.5,5.95, BM-010,2,0,25,0,0,2,246,1
3,0,1,12,3182,0,5,4.5,5.05, BM-010,2,0,25,0,0,2,246,1
4,0,0,12,3182,0,5,5,5.5, BM-010,2,0,25,0,0,2,246,1
1,1,1,18,319,1,1,9.5,9.55, empty,1,0,56,0,0,7,172,1
2,1,0,18,319,1,1,9,9.1, empty,1,0,56,0,0,7,172,1
3,0,1,18,319,1,1,10,10, empty,1,0,56,0,0,7,172,1
4,0,0,18,319,1,1,7.5,7.75, empty,1,0,56,0,0,7,172,1
1,1,1,19,320,0,9,10,10, BM-021,2,0,38,0,0,15,306,1
2,1,0,19,320,0,9,10,10, BM-021,2,0,38,0,0,15,306,1
3,0,1,19,320,0,9,10,10, BM-021,2,0,38,0,0,15,306,1
4,0,0,19,320,0,9,9.5,9.55, BM-021,2,0,38,0,0,15,306,1
1,1,1,20,3205,0,1,5,5.5, WM-221,1,0,49,0,0,2,134,0
2,1,0,20,3205,0,1,6,6.4, WM-221,1,0,49,0,0,2,134,0
3,0,1,20,3205,0,1,6,6.4, WM-221,1,0,49,0,0,2,134,0
4,0,0,20,3205,0,1,5,5.5, WM-221,1,0,49,0,0,2,134,0
1,1,1,6,3215,0,1,1,1.9, WM-249,1,0,52,0,0,0,128,0
2,1,0,6,3215,0,1,0.5,1.45, WM-249,1,0,52,0,0,0,128,0
3,0,1,6,3215,0,1,1.5,2.35, WM-249,1,0,52,0,0,0,128,0
4,0,0,6,3215,0,1,2,2.8, WM-249,1,0,52,0,0,0,128,0
1,1,1,17,3229,0,5,8.5,8.65, WM-004,1,0,26,0,0,2,99,1
2,1,0,17,3229,0,5,7.5,7.75, WM-004,1,0,26,0,0,2,99,1
3,0,1,17,3229,0,5,7.5,7.75, WM-004,1,0,26,0,0,2,99,1
4,0,0,17,3229,0,5,8,8.2, WM-004,1,0,26,0,0,2,99,1
1,1,1,3,3234,0,1,10,10, WM-225,1,0,39,0,0,8,15,1
2,1,0,3,3234,0,1,10,10, WM-225,1,0,39,0,0,8,15,1
3,0,1,3,3234,0,1,10,10, WM-225,1,0,39,0,0,8,15,1
4,0,0,3,3234,0,1,9,9.1, WM-225,1,0,39,0,0,8,15,1
1,1,1,20,3236,1,10,10,10, BM-020,2,0,29,0,0,12,306,1
2,1,0,20,3236,1,10,10,10, BM-020,2,0,29,0,0,12,306,1
3,0,1,20,3236,1,10,9.5,9.55, BM-020,2,0,29,0,0,12,306,1
4,0,0,20,3236,1,10,10,10, BM-020,2,0,29,0,0,12,306,1
1,1,1,7,3246,0,3,1.5,2.35, WM-002,1,0,30,0,0,0,134,0
2,1,0,7,3246,0,3,2,2.8, WM-002,1,0,30,0,0,0,134,0
3,0,1,7,3246,0,3,1,1.9, WM-002,1,0,30,0,0,0,134,0
4,0,0,7,3246,0,3,1.5,2.35, WM-002,1,0,30,0,0,0,134,0
1,1,1,2,3248,1,1,5,5.5, empty,1,0,70,0,0,11,306,1
2,1,0,2,3248,1,1,8,8.2, empty,1,0,70,0,0,11,306,1
3,0,1,2,3248,1,1,9.5,9.55, empty,1,0,70,0,0,11,306,1
4,0,0,2,3248,1,1,8.5,8.65, empty,1,0,70,0,0,11,306,1
1,1,1,10,3255,0,2,8,8.2, BM-218,2,0,51,0,0,4,374,0
2,1,0,10,3255,0,2,6,6.4, BM-218,2,0,51,0,0,4,374,0
3,0,1,10,3255,0,2,9,9.1, BM-218,2,0,51,0,0,4,374,0
4,0,0,10,3255,0,2,7.5,7.75, BM-218,2,0,51,0,0,4,374,0
1,1,1,20,3273,1,9,7,7.3, BM-036,2,0,21,0,0,1,306,1
2,1,0,20,3273,1,9,8.5,8.65, BM-036,2,0,21,0,0,1,306,1
3,0,1,20,3273,1,9,3.5,4.15, BM-036,2,0,21,0,0,1,306,1
4,0,0,20,3273,1,9,4,4.6, BM-036,2,0,21,0,0,1,306,1
1,1,1,20,3285,1,5,6.5,6.85, BM-034,2,0,46,0,0,5,7,1
2,1,0,20,3285,1,5,8,8.2, BM-034,2,0,46,0,0,5,7,1
3,0,1,20,3285,1,5,8.5,8.65, BM-034,2,0,46,0,0,5,7,1
4,0,0,20,3285,1,5,9.5,9.55, BM-034,2,0,46,0,0,5,7,1
1,1,1,6,3289,0,6,10,10, BM-025,2,0,38,0,0,15,16,1
2,1,0,6,3289,0,6,10,10, BM-025,2,0,38,0,0,15,16,1
3,0,1,6,3289,0,6,10,10, BM-025,2,0,38,0,0,15,16,1
4,0,0,6,3289,0,6,10,10, BM-025,2,0,38,0,0,15,16,1
1,1,1,11,3293,0,3,1.5,2.35, WF-001,1,1,27,0,0,0,303,1
2,1,0,11,3293,0,3,1.5,2.35, WF-001,1,1,27,0,0,0,303,1
3,0,1,11,3293,0,3,2,2.8, WF-001,1,1,27,0,0,0,303,1
4,0,0,11,3293,0,3,1,1.9, WF-001,1,1,27,0,0,0,303,1
1,1,1,9,3298,0,5,9.5,9.55, WM-011,1,0,31,0,0,6,45,0
2,1,0,9,3298,0,5,9,9.1, WM-011,1,0,31,0,0,6,45,0
3,0,1,9,3298,0,5,9,9.1, WM-011,1,0,31,0,0,6,45,0
4,0,0,9,3298,0,5,8.5,8.65, WM-011,1,0,31,0,0,6,45,0
1,1,1,5,3309,1,5,9,9.1, WM-004,1,0,26,0,0,5,382,1
2,1,0,5,3309,1,5,8,8.2, WM-004,1,0,26,0,0,5,382,1
3,0,1,5,3309,1,5,9,9.1, WM-004,1,0,26,0,0,5,382,1
4,0,0,5,3309,1,5,10,10, WM-004,1,0,26,0,0,5,382,1
1,1,1,4,3315,0,1,0.5,1.45, empty,1,0,62,0,0,0,31,0
2,1,0,4,3315,0,1,0.5,1.45, empty,1,0,62,0,0,0,31,0
3,0,1,4,3315,0,1,0.5,1.45, empty,1,0,62,0,0,0,31,0
4,0,0,4,3315,0,1,0.5,1.45, empty,1,0,62,0,0,0,31,0
1,1,1,7,332,0,7,8.5,8.65, BF-010,2,1,30,0,0,2,190,1
2,1,0,7,332,0,7,6,6.4, BF-010,2,1,30,0,0,2,190,1
3,0,1,7,332,0,7,8.5,8.65, BF-010,2,1,30,0,0,2,190,1
4,0,0,7,332,0,7,6.5,6.85, BF-010,2,1,30,0,0,2,190,1
1,1,1,5,3322,1,4,3,3.7, BM-024,2,0,22,0,0,0,190,1
2,1,0,5,3322,1,4,3,3.7, BM-024,2,0,22,0,0,0,190,1
3,0,1,5,3322,1,4,2,2.8, BM-024,2,0,22,0,0,0,190,1
4,0,0,5,3322,1,4,2,2.8, BM-024,2,0,22,0,0,0,190,1
1,1,1,14,3337,1,8,9.5,9.55, BM-004,2,0,32,0,0,14,172,1
2,1,0,14,3337,1,8,9.5,9.55, BM-004,2,0,32,0,0,14,172,1
3,0,1,14,3337,1,8,9.5,9.55, BM-004,2,0,32,0,0,14,172,1
4,0,0,14,3337,1,8,10,10, BM-004,2,0,32,0,0,14,172,1
